单词等级,单词,词典
A2,wide,"{""word"": ""wide"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""measuring a great distance from one side to the other"", ""chinese"": ""宽的，宽阔的""}, ""example_sentences"": [{""english"": ""The river is very wide."", ""chinese"": ""这条河很宽。""}], ""synonyms"": [""broad"", ""spacious""], ""antonyms"": [""narrow""]}], ""forms"": {}}"
A2,wild,"{""word"": ""wild"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""living in nature and not owned or controlled by people"", ""chinese"": ""野生的，未驯化的""}, ""example_sentences"": [{""english"": ""The lion is a wild animal."", ""chinese"": ""狮子是一种野生动物。""}], ""synonyms"": [""natural"", ""untamed""], ""antonyms"": [""domestic"", ""tame""]}], ""forms"": {}}"
A2,wind,"{""word"": ""wind"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""Air moving quickly"", ""chinese"": ""风""}, ""example_sentences"": [{""english"": ""The wind blew my hat off."", ""chinese"": ""风吹掉了我的帽子。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To twist or turn something"", ""chinese"": ""缠绕""}, ""example_sentences"": [{""english"": ""She wound the string around her finger."", ""chinese"": ""她把绳子缠绕在手指上。""}]}], ""forms"": {""noun"": {""singular"": ""wind"", ""plural"": ""winds""}, ""verb"": {""base_form"": ""wind"", ""third_person_singular"": ""winds"", ""past_tense"": ""wound"", ""past_participle"": ""wound"", ""present_participle"": ""winding""}}}"
A2,winner,"{""word"": ""winner"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person or team that wins a game or competition"", ""chinese"": ""获胜者；赢家""}, ""example_sentences"": [{""english"": ""The winner of the race got a gold medal."", ""chinese"": ""比赛的获胜者获得了一枚金牌。""}]}], ""forms"": {""noun"": {""singular"": ""winner"", ""plural"": ""winners""}}}"
A2,wish,"{""word"": ""wish"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To want something to happen or be true"", ""chinese"": ""希望某事发生或成真""}, ""example_sentences"": [{""english"": ""I wish I could fly."", ""chinese"": ""我希望我能飞。""}], ""synonyms"": [""desire"", ""hope""], ""antonyms"": [""despair"", ""disappointment""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A desire or hope for something to happen"", ""chinese"": ""对某事发生或成真的愿望""}, ""example_sentences"": [{""english"": ""She made a wish and blew out the candles."", ""chinese"": ""她许了个愿，然后吹灭了蜡烛。""}], ""synonyms"": [""desire"", ""hope""]}], ""forms"": {""verb"": {""base_form"": ""wish"", ""third_person_singular"": ""wishes"", ""past_tense"": ""wished"", ""past_participle"": ""wished"", ""present_participle"": ""wishing""}, ""noun"": {""singular"": ""wish"", ""plural"": ""wishes""}}}"
A2,wood,"{""word"": ""wood"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The hard fibrous material under the bark of trees, used for building and making things."", ""chinese"": ""木材；木头""}, ""example_sentences"": [{""english"": ""He built a house from wood."", ""chinese"": ""他用木头建了一座房子。""}], ""synonyms"": [""timber"", ""lumber""]}], ""forms"": {""noun"": {""singular"": ""wood"", ""plural"": ""woods""}}}"
A2,wooden,"{""word"": ""wooden"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""made of wood"", ""chinese"": ""木制的""}, ""example_sentences"": [{""english"": ""The table is made of wooden planks."", ""chinese"": ""这张桌子是由木板制成的。""}], ""synonyms"": [""wood"", ""timber""], ""antonyms"": [""metal"", ""plastic""]}], ""forms"": {}}"
A2,working,"{""word"": ""working"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""Functioning or operating correctly."", ""chinese"": ""正常运作或操作的。""}, ""example_sentences"": [{""english"": ""The machine is working well."", ""chinese"": ""这台机器运转良好。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The process of doing work."", ""chinese"": ""工作的过程。""}, ""example_sentences"": [{""english"": ""He enjoys his working hours."", ""chinese"": ""他喜欢他的工作时间。""}]}], ""forms"": {""verb"": {""base_form"": ""work"", ""third_person_singular"": ""works"", ""past_tense"": ""worked"", ""past_participle"": ""worked"", ""present_participle"": ""working""}}}"
A2,worried,"{""word"": ""worried"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""feeling or showing worry or anxiety"", ""chinese"": ""感到或表现出担心或焦虑的""}, ""example_sentences"": [{""english"": ""She looked worried when she heard the news."", ""chinese"": ""她听到消息时看起来很担心。""}], ""synonyms"": [""anxious"", ""concerned""], ""antonyms"": [""calm"", ""relaxed""]}], ""forms"": {""verb"": {""base_form"": ""worry"", ""third_person_singular"": ""worries"", ""past_tense"": ""worried"", ""past_participle"": ""worried"", ""present_participle"": ""worrying""}}}"
A2,worry,"{""word"": ""worry"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to feel anxious or troubled about a possible event or situation"", ""chinese"": ""担心；担忧""}, ""example_sentences"": [{""english"": ""Don't worry, everything will be fine."", ""chinese"": ""别担心，一切都会好起来的。""}], ""synonyms"": [""concern"", ""anxiety""], ""antonyms"": [""calm"", ""reassurance""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a feeling of anxiety or concern"", ""chinese"": ""担忧；焦虑""}, ""example_sentences"": [{""english"": ""She had a lot of worries about her exams."", ""chinese"": ""她对考试有很多担忧。""}], ""synonyms"": [""concern"", ""anxiety""], ""antonyms"": [""calm"", ""reassurance""]}], ""forms"": {""verb"": {""base_form"": ""worry"", ""third_person_singular"": ""worries"", ""past_tense"": ""worried"", ""past_participle"": ""worried"", ""present_participle"": ""worrying""}}}"
A2,worse,"{""word"": ""worse"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""comparative of 'bad'"", ""chinese"": ""bad的比较级""}, ""example_sentences"": [{""english"": ""The weather is getting worse."", ""chinese"": ""天气变得越来越糟。""}], ""synonyms"": [""inferior"", ""poorer""], ""antonyms"": [""better""]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""comparative of 'badly'"", ""chinese"": ""badly的比较级""}, ""example_sentences"": [{""english"": ""He behaved worse than before."", ""chinese"": ""他的行为比以前更糟。""}]}], ""forms"": {}}"
A2,worst,"{""word"": ""worst"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""of the poorest quality or the lowest standard"", ""chinese"": ""质量最差或标准最低的""}, ""example_sentences"": [{""english"": ""This is the worst movie I have ever seen."", ""chinese"": ""这是我见过的最差的电影。""}], ""synonyms"": [""poorest"", ""lowest""], ""antonyms"": [""best"", ""highest""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the worst person or thing"", ""chinese"": ""最差的人或事物""}, ""example_sentences"": [{""english"": ""He is the worst student in the class."", ""chinese"": ""他是班里最差的学生。""}]}], ""forms"": {""adjective"": {""comparative"": ""worse"", ""superlative"": ""worst""}}}"
A2,wow,"{""word"": ""wow"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""an exclamation of surprise or admiration"", ""chinese"": ""表示惊讶或赞叹的感叹词""}, ""example_sentences"": [{""english"": ""The movie was so good that it got a wow from everyone."", ""chinese"": ""这部电影太棒了，每个人都发出了赞叹声。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to impress someone greatly"", ""chinese"": ""使某人非常印象深刻""}, ""example_sentences"": [{""english"": ""Her performance really wowed the audience."", ""chinese"": ""她的表演真的让观众印象深刻。""}]}], ""forms"": {""noun"": {""singular"": ""wow"", ""plural"": ""wows""}, ""verb"": {""base_form"": ""wow"", ""third_person_singular"": ""wows"", ""past_tense"": ""wowed"", ""past_participle"": ""wowed"", ""present_participle"": ""wowing""}}}"
A2,yet,"{""word"": ""yet"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""Up to the present time; until now"", ""chinese"": ""到目前为止；至今""}, ""example_sentences"": [{""english"": ""Have you finished your homework yet?"", ""chinese"": ""你做完作业了吗？""}], ""synonyms"": [""still"", ""so far""], ""antonyms"": [""already""]}, {""part_of_speech"": ""conjunction"", ""meaning"": {""english"": ""However; but"", ""chinese"": ""然而；但是""}, ""example_sentences"": [{""english"": ""He is young, yet he is very wise."", ""chinese"": ""他很年轻，但他非常聪明。""}]}], ""forms"": {}}"
A2,yours,"{""word"": ""yours"", ""definitions"": [{""part_of_speech"": ""pronoun"", ""meaning"": {""english"": ""belonging to or associated with you or the person or group of people you are referring to"", ""chinese"": ""你的；你们的""}, ""example_sentences"": [{""english"": ""Is this book yours?"", ""chinese"": ""这本书是你的吗？""}, {""english"": ""I borrowed your pen, but now it's yours again."", ""chinese"": ""我借了你的笔，但现在它又是你的了。""}]}], ""forms"": {}}"
A2,zero,"{""word"": ""zero"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the number 0"", ""chinese"": ""数字 0""}, ""example_sentences"": [{""english"": ""The temperature dropped to zero last night."", ""chinese"": ""昨晚气温降到了零度。""}]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""having no amount or value"", ""chinese"": ""没有数量或价值的""}, ""example_sentences"": [{""english"": ""The score was zero to zero at the end of the game."", ""chinese"": ""比赛结束时比分是零比零。""}]}], ""forms"": {""noun"": {""singular"": ""zero"", ""plural"": ""zeros""}}}"
B1,absolutely,"{""word"": ""absolutely"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""used to emphasize that something is completely true"", ""chinese"": ""完全地，绝对地""}, ""example_sentences"": [{""english"": ""She is absolutely right."", ""chinese"": ""她完全正确。""}, {""english"": ""I absolutely love ice cream."", ""chinese"": ""我非常喜欢冰淇淋。""}], ""synonyms"": [""completely"", ""totally""], ""antonyms"": [""partially"", ""somewhat""]}], ""forms"": {}}"
B1,academic,"{""word"": ""academic"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""relating to education and scholarship"", ""chinese"": ""与教育和学术有关的""}, ""example_sentences"": [{""english"": ""He has an academic background in history."", ""chinese"": ""他有历史学的学术背景。""}], ""synonyms"": [""scholarly"", ""educational""], ""antonyms"": [""practical""]}], ""forms"": {""noun"": {""singular"": ""academic"", ""plural"": ""academics""}}}"
B1,access,"{""word"": ""access"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The ability to enter or use something."", ""chinese"": ""进入或使用某物的能力。""}, ""example_sentences"": [{""english"": ""Students need access to the library."", ""chinese"": ""学生们需要进入图书馆。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To reach or enter a place."", ""chinese"": ""到达或进入某地。""}, ""example_sentences"": [{""english"": ""He accessed the website to find information."", ""chinese"": ""他访问了网站以查找信息。""}]}], ""forms"": {""noun"": {""singular"": ""access"", ""plural"": ""accesses""}, ""verb"": {""base_form"": ""access"", ""third_person_singular"": ""accesses"", ""past_tense"": ""accessed"", ""past_participle"": ""accessed"", ""present_participle"": ""accessing""}}}"
B1,accommodation,"{""word"": ""accommodation"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a place where someone may live or stay"", ""chinese"": ""住处；住宿""}, ""example_sentences"": [{""english"": ""We need to find accommodation for the night."", ""chinese"": ""我们需要找到一个过夜的地方。""}]}], ""forms"": {""noun"": {""singular"": ""accommodation"", ""plural"": ""accommodations""}}}"
B1,account,"{""word"": ""account"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a record of financial receipts and payments"", ""chinese"": ""账户；账目""}, ""example_sentences"": [{""english"": ""I need to check my bank account."", ""chinese"": ""我需要查看我的银行账户。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to explain the cause of something"", ""chinese"": ""解释；说明""}, ""example_sentences"": [{""english"": ""He had to account for his actions."", ""chinese"": ""他必须解释他的行为。""}]}], ""forms"": {""noun"": {""singular"": ""account"", ""plural"": ""accounts""}, ""verb"": {""base_form"": ""account"", ""third_person_singular"": ""accounts"", ""past_tense"": ""accounted"", ""past_participle"": ""accounted"", ""present_participle"": ""accounting""}}}"
B1,achievement,"{""word"": ""achievement"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""something successfully accomplished"", ""chinese"": ""成就；成绩""}, ""example_sentences"": [{""english"": ""Winning the race was a great achievement."", ""chinese"": ""赢得比赛是一个巨大的成就。""}]}], ""forms"": {""noun"": {""singular"": ""achievement"", ""plural"": ""achievements""}}}"
B1,ad,"{""word"": ""ad"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a short notice of something for sale, to rent, or to do, that is put in a newspaper, shown on television, etc."", ""chinese"": ""广告""}, ""example_sentences"": [{""english"": ""I saw an ad for a new phone."", ""chinese"": ""我看到了一则新手机的广告。""}]}], ""forms"": {""noun"": {""singular"": ""ad"", ""plural"": ""ads""}}}"
B1,addition,"{""word"": ""addition"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The process of adding numbers together."", ""chinese"": ""加法，加在一起的过程""}, ""example_sentences"": [{""english"": ""In addition to apples, we also bought oranges."", ""chinese"": ""除了苹果，我们还买了橙子。""}, {""english"": ""The addition of sugar made the cake sweeter."", ""chinese"": ""加糖使蛋糕更甜。""}], ""synonyms"": [""sum"", ""total""], ""antonyms"": [""subtraction""]}], ""forms"": {""noun"": {""singular"": ""addition"", ""plural"": ""additions""}}}"
B1,admire,"{""word"": ""admire"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to look at someone or something with pleasure and respect"", ""chinese"": ""钦佩；赞赏""}, ""example_sentences"": [{""english"": ""I admire her courage."", ""chinese"": ""我钦佩她的勇气。""}, {""english"": ""He admires the beautiful view."", ""chinese"": ""他欣赏这美丽的景色。""}], ""synonyms"": [""respect"", ""appreciate""], ""antonyms"": [""despise"", ""dislike""]}], ""forms"": {""verb"": {""base_form"": ""admire"", ""third_person_singular"": ""admires"", ""past_tense"": ""admired"", ""past_participle"": ""admired"", ""present_participle"": ""admiring""}}}"
B1,admit,"{""word"": ""admit"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To agree, often unwillingly, that something is true or that someone is right"", ""chinese"": ""承认，同意（某事为真或某人正确）""}, ""example_sentences"": [{""english"": ""He admitted that he was wrong."", ""chinese"": ""他承认他错了。""}, {""english"": ""She admitted to making a mistake."", ""chinese"": ""她承认犯了一个错误。""}], ""synonyms"": [""acknowledge"", ""confess""], ""antonyms"": [""deny""]}], ""forms"": {""verb"": {""base_form"": ""admit"", ""third_person_singular"": ""admits"", ""past_tense"": ""admitted"", ""past_participle"": ""admitted"", ""present_participle"": ""admitting""}}}"
B1,advanced,"{""word"": ""advanced"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""Having progressed further than others"", ""chinese"": ""比其他人更进步的""}, ""example_sentences"": [{""english"": ""She is in an advanced math class."", ""chinese"": ""她在高级数学班。""}], ""synonyms"": [""progressive"", ""forward-looking""], ""antonyms"": [""basic"", ""elementary""]}], ""forms"": {""adjective"": {""base_form"": ""advanced""}}}"
B1,advise,"{""word"": ""advise"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to give someone suggestions about what to do or how to do something"", ""chinese"": ""建议；劝告""}, ""example_sentences"": [{""english"": ""My teacher advised me to study harder."", ""chinese"": ""我的老师建议我更努力学习。""}], ""synonyms"": [""suggest"", ""recommend""], ""antonyms"": [""discourage""]}], ""forms"": {""verb"": {""base_form"": ""advise"", ""third_person_singular"": ""advises"", ""past_tense"": ""advised"", ""past_participle"": ""advised"", ""present_participle"": ""advising""}}}"
B1,afford,"{""word"": ""afford"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to be able to buy or do something because you have enough money or time"", ""chinese"": ""买得起；负担得起；抽得出时间""}, ""example_sentences"": [{""english"": ""We can't afford a new car."", ""chinese"": ""我们买不起新车。""}, {""english"": ""I can't afford to take a vacation this year."", ""chinese"": ""今年我抽不出时间去度假。""}], ""synonyms"": [""manage"", ""find the money for""], ""antonyms"": [""lack"", ""cannot afford""]}], ""forms"": {""verb"": {""base_form"": ""afford"", ""third_person_singular"": ""affords"", ""past_tense"": ""afforded"", ""past_participle"": ""afforded"", ""present_participle"": ""affording""}}}"
B1,aged,"{""word"": ""aged"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""having lived or existed for a long time"", ""chinese"": ""年老的，年长的""}, ""example_sentences"": [{""english"": ""The aged man sat quietly in the park."", ""chinese"": ""那位年长的老人静静地坐在公园里。""}]}], ""forms"": {""adjective"": {""base_form"": ""aged""}}}"
B1,agent,"{""word"": ""agent"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person who acts on behalf of another person or group"", ""chinese"": ""代理人，代表他人或团体行事的人""}, ""example_sentences"": [{""english"": ""My agent is helping me find a new job."", ""chinese"": ""我的代理人在帮我找新工作。""}], ""synonyms"": [""representative"", ""delegate""], ""antonyms"": [""principal""]}], ""forms"": {""noun"": {""singular"": ""agent"", ""plural"": ""agents""}}}"
B1,agreement,"{""word"": ""agreement"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""An arrangement or promise to do something, often a formal written document."", ""chinese"": ""协议；协定；同意""}, ""example_sentences"": [{""english"": ""They made an agreement to meet at the park."", ""chinese"": ""他们达成协议在公园见面。""}], ""synonyms"": [""contract"", ""pact""], ""antonyms"": [""disagreement""]}], ""forms"": {""noun"": {""singular"": ""agreement"", ""plural"": ""agreements""}}}"
B1,ahead,"{""word"": ""ahead"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""in or into a forward position"", ""chinese"": ""在前面；向前""}, ""example_sentences"": [{""english"": ""The car drove ahead."", ""chinese"": ""汽车向前开去。""}]}], ""forms"": {}}"
B1,aim,"{""word"": ""aim"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to point a weapon at something or someone, or to direct something at something or someone"", ""chinese"": ""瞄准，对准""}, ""example_sentences"": [{""english"": ""He aimed the gun at the target."", ""chinese"": ""他把枪瞄准了目标。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the purpose or intention of doing something"", ""chinese"": ""目的，目标""}, ""example_sentences"": [{""english"": ""What is your aim in life?"", ""chinese"": ""你的人生目标是什么？""}]}], ""forms"": {""verb"": {""base_form"": ""aim"", ""third_person_singular"": ""aims"", ""past_tense"": ""aimed"", ""past_participle"": ""aimed"", ""present_participle"": ""aiming""}}}"
B1,alarm,"{""word"": ""alarm"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a device that makes a loud noise at a certain time, used to wake someone up"", ""chinese"": ""闹钟，用于在特定时间发出响声以唤醒某人的装置""}, ""example_sentences"": [{""english"": ""I set my alarm for 7:00 AM."", ""chinese"": ""我把闹钟设在早上7点。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to make someone feel worried or frightened"", ""chinese"": ""使某人感到担忧或害怕""}, ""example_sentences"": [{""english"": ""The loud noise alarmed the dog."", ""chinese"": ""巨大的噪音吓到了狗。""}]}], ""forms"": {""noun"": {""singular"": ""alarm"", ""plural"": ""alarms""}, ""verb"": {""base_form"": ""alarm"", ""third_person_singular"": ""alarms"", ""past_tense"": ""alarmed"", ""past_participle"": ""alarmed"", ""present_participle"": ""alarming""}}}"
B1,album,"{""word"": ""album"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a collection of recordings, photographs, or stamps"", ""chinese"": ""录音集、相册或邮票集""}, ""example_sentences"": [{""english"": ""She showed me her photo album."", ""chinese"": ""她给我看了她的相册。""}]}], ""forms"": {""noun"": {""singular"": ""album"", ""plural"": ""albums""}}}"
B1,alcohol,"{""word"": ""alcohol"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A type of drink that can make you drunk, made from grains, fruits, or vegetables"", ""chinese"": ""一种由谷物、水果或蔬菜制成的饮料，可以使人醉""}, ""example_sentences"": [{""english"": ""He drinks alcohol every weekend."", ""chinese"": ""他每个周末都喝酒精饮料。""}]}], ""forms"": {""noun"": {""singular"": ""alcohol"", ""plural"": ""alcohols""}}}"
B1,alcoholic,"{""word"": ""alcoholic"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""relating to or caused by alcohol"", ""chinese"": ""与酒精有关的或由酒精引起的""}, ""example_sentences"": [{""english"": ""He has an alcoholic drink every evening."", ""chinese"": ""他每天晚上都喝含酒精的饮料。""}], ""synonyms"": [""intoxicated"", ""inebriated""], ""antonyms"": [""sober""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a person who is dependent on alcohol"", ""chinese"": ""酒精依赖者""}, ""example_sentences"": [{""english"": ""She is an alcoholic and needs help."", ""chinese"": ""她是个酒精依赖者，需要帮助。""}]}], ""forms"": {""noun"": {""singular"": ""alcoholic"", ""plural"": ""alcoholics""}}}"
B1,amazed,"{""word"": ""amazed"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""very surprised"", ""chinese"": ""非常惊讶的""}, ""example_sentences"": [{""english"": ""She was amazed at the beauty of the mountains."", ""chinese"": ""她对山脉的美丽感到非常惊讶。""}], ""synonyms"": [""astonished"", ""surprised""], ""antonyms"": [""unimpressed"", ""indifferent""]}], ""forms"": {""verb"": {""base_form"": ""amaze"", ""third_person_singular"": ""amazes"", ""past_tense"": ""amazed"", ""past_participle"": ""amazed"", ""present_participle"": ""amazing""}}}"
B1,ambition,"{""word"": ""ambition"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a strong desire to do or achieve something"", ""chinese"": ""强烈的愿望去做或实现某事""}, ""example_sentences"": [{""english"": ""She has big ambitions for her future."", ""chinese"": ""她对未来有远大的抱负。""}], ""synonyms"": [""desire"", ""goal"", ""aspiration""], ""antonyms"": [""apathy"", ""indifference""]}], ""forms"": {""noun"": {""singular"": ""ambition"", ""plural"": ""ambitions""}}}"
B1,ambitious,"{""word"": ""ambitious"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""having a strong desire to be successful, powerful, or rich"", ""chinese"": ""有雄心壮志的；有野心的""}, ""example_sentences"": [{""english"": ""She is very ambitious and wants to be a doctor."", ""chinese"": ""她非常有雄心壮志，想成为一名医生。""}], ""synonyms"": [""aspiring"", ""driven""], ""antonyms"": [""content"", ""unambitious""]}], ""forms"": {}}"
B1,analyse,"{""word"": ""analyse"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to study or examine something in detail in order to understand it better"", ""chinese"": ""分析；研究""}, ""example_sentences"": [{""english"": ""The teacher asked us to analyse the poem."", ""chinese"": ""老师让我们分析这首诗。""}], ""synonyms"": [""examine"", ""study""], ""antonyms"": [""ignore"", ""overlook""]}], ""forms"": {""verb"": {""base_form"": ""analyse"", ""third_person_singular"": ""analyses"", ""past_tense"": ""analysed"", ""past_participle"": ""analysed"", ""present_participle"": ""analysing""}}}"
B1,analysis,"{""word"": ""analysis"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The process of studying something carefully to understand it better."", ""chinese"": ""分析；解析""}, ""example_sentences"": [{""english"": ""The teacher asked us to do an analysis of the poem."", ""chinese"": ""老师让我们对这首诗进行分析。""}], ""synonyms"": [""examination"", ""study""], ""antonyms"": [""synthesis""]}], ""forms"": {""noun"": {""singular"": ""analysis"", ""plural"": ""analyses""}}}"
B1,announce,"{""word"": ""announce"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to make something known publicly"", ""chinese"": ""公开宣布""}, ""example_sentences"": [{""english"": ""The teacher announced the test results."", ""chinese"": ""老师公布了考试成绩。""}], ""synonyms"": [""declare"", ""proclaim""], ""antonyms"": [""conceal"", ""hide""]}], ""forms"": {""verb"": {""base_form"": ""announce"", ""third_person_singular"": ""announces"", ""past_tense"": ""announced"", ""past_participle"": ""announced"", ""present_participle"": ""announcing""}}}"
B1,announcement,"{""word"": ""announcement"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A statement that tells people about something important"", ""chinese"": ""公告；宣告""}, ""example_sentences"": [{""english"": ""The teacher made an announcement about the school trip."", ""chinese"": ""老师宣布了关于学校旅行的消息。""}]}], ""forms"": {""noun"": {""singular"": ""announcement"", ""plural"": ""announcements""}}}"
B1,annoy,"{""word"": ""annoy"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to make someone slightly angry"", ""chinese"": ""使某人有点生气""}, ""example_sentences"": [{""english"": ""The noise from the construction site annoyed me."", ""chinese"": ""建筑工地的噪音让我很烦。""}], ""synonyms"": [""irritate"", ""bother""], ""antonyms"": [""please"", ""delight""]}], ""forms"": {""verb"": {""base_form"": ""annoy"", ""third_person_singular"": ""annoys"", ""past_tense"": ""annoyed"", ""past_participle"": ""annoyed"", ""present_participle"": ""annoying""}}}"
B1,annoyed,"{""word"": ""annoyed"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""feeling slightly angry or impatient"", ""chinese"": ""感到有点生气或不耐烦的""}, ""example_sentences"": [{""english"": ""She was annoyed with her brother for forgetting her birthday."", ""chinese"": ""她对哥哥忘记她的生日感到很生气。""}], ""synonyms"": [""irritated"", ""frustrated""], ""antonyms"": [""pleased"", ""satisfied""]}], ""forms"": {""adjective"": {""base_form"": ""annoyed""}}}"
B1,annoying,"{""word"": ""annoying"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""Causing irritation or annoyance."", ""chinese"": ""令人烦恼的；使人恼火的""}, ""example_sentences"": [{""english"": ""The noise from the construction site is very annoying."", ""chinese"": ""建筑工地的噪音非常令人烦恼。""}], ""synonyms"": [""irritating"", ""bothersome""], ""antonyms"": [""pleasing"", ""satisfying""]}]}"
B1,apart,"{""word"": ""apart"", ""definitions"": [{""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""Separated by a distance"", ""chinese"": ""相距一段距离""}, ""example_sentences"": [{""english"": ""The two houses are five miles apart."", ""chinese"": ""这两栋房子相距五英里。""}]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""To or at a distance"", ""chinese"": ""在或向远处""}, ""example_sentences"": [{""english"": ""She stood apart from the crowd."", ""chinese"": ""她站在人群之外。""}]}], ""forms"": {}}"
B1,apologize,"{""word"": ""apologize"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to say that you are sorry for something you have done"", ""chinese"": ""道歉；认错""}, ""example_sentences"": [{""english"": ""I need to apologize to my friend for being late."", ""chinese"": ""我需要为迟到向我的朋友道歉。""}], ""synonyms"": [""apologise"", ""say sorry""], ""antonyms"": [""blame""]}], ""forms"": {""verb"": {""base_form"": ""apologize"", ""third_person_singular"": ""apologizes"", ""past_tense"": ""apologized"", ""past_participle"": ""apologized"", ""present_participle"": ""apologizing""}}}"
B1,application,"{""word"": ""application"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A formal request to an authority for something."", ""chinese"": ""正式申请；请求""}, ""example_sentences"": [{""english"": ""She filled out an application for a job."", ""chinese"": ""她填写了一份工作申请。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The action of putting something into operation."", ""chinese"": ""应用；实施""}, ""example_sentences"": [{""english"": ""The application of new technology improved efficiency."", ""chinese"": ""新技术的应用提高了效率。""}]}], ""forms"": {""noun"": {""singular"": ""application"", ""plural"": ""applications""}}}"
